AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A690031,,10/18/14 16:16,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A705978,Jackson,7/30/15 18:02,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A712455,Reese,9/27/15 18:07,1,,Dog,Female,<1,Miniature Pinscher Mix,Tricolor
A711998,,9/21/15 15:36,1,,Dog,Female,1,Plott Hound Mix,Black Brindle/White
A709205,Ralphie,8/14/15 18:29,1,,Dog,Male,<1,Border Collie Mix,Black/White
A695373,,1/14/15 17:32,0,Suffering,Cat,Male,3,Domestic Shorthair Mix,Tortie
A696692,Ling Ling,6/28/15 11:51,1,Foster,Cat,Female,3,Siamese Mix,Lynx Point
A708485,Snickers,12/28/15 17:06,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A690279,Dingo,10/26/14 16:19,1,,Dog,Male,<1,Carolina Dog Mix,Tan/White
A715221,Penelope,11/12/15 9:56,1,Foster,Dog,Female,2,Catahoula Mix,Blue Merle/White
A697163,Haven,5/1/15 18:10,1,Foster,Dog,Male,<1,Labrador Retriever/Anatol Shepherd,Sable/White
A688972,Spunky,10/2/14 15:29,1,,Dog,Male,1,Rat Terrier/Chihuahua Shorthair,White/Black
A691822,,11/20/14 12:33,1,,Dog,Male,<1,Labrador Retriever Mix,Chocolate/White
A681485,Diva,7/2/14 17:57,1,,Dog,Female,2,Rottweiler/Labrador Retriever,Black/Tan
A664511,Franklin,10/14/13 17:31,1,,Dog,Male,1,Miniature Pinscher Mix,Black/Brown
A685782,Tippy,8/20/14 17:05,1,,Dog,Female,1,Rat Terrier/Chihuahua Shorthair,Tricolor
A692772,America,1/31/15 15:57,1,,Dog,Female,2,Carolina Dog Mix,Tan/White
A703515,Bueford,8/15/15 15:15,1,,Cat,Male,<1,Domestic Shorthair Mix,White/Blue Tabby
A707258,Jayden,8/15/15 9:32,1,Foster,Cat,Male,5,Siamese Mix,Lynx Point/White
A681426,Angel,7/13/14 17:13,1,,Cat,Male,5,Domestic Shorthair Mix,Brown Tabby/White
A552088,Sasha,4/3/15 18:28,1,,Dog,Female,6,Labrador Retriever Mix,Brown
A659617,Alexei,10/13/13 11:05,1,Offsite,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A712162,Coco,9/19/15 16:30,1,,Dog,Female,1,Labrador Retriever/Catahoula,Chocolate
A636714,Blue,1/5/14 18:03,1,,Dog,Male,4,Siberian Husky Mix,Sable/White
A706276,,6/29/15 14:55,1,,Cat,Female,5,Domestic Shorthair Mix,Brown Tabby
A689660,Roxie,10/12/14 17:41,1,,Dog,Female,4,Border Collie Mix,Blue Merle/White
A670935,Muffin,1/20/14 18:35,1,,Dog,Female,2,Miniature Poodle Mix,White
A704468,Ernie,6/11/15 14:44,0,Suffering,Cat,Male,<1,Siamese Mix,Lynx Point/White
A706697,Toby,9/19/15 19:02,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A684402,Alfonso,8/11/14 12:01,1,,Dog,Male,<1,German Shepherd Mix,Tricolor
A676620,Smokey,4/25/14 16:02,1,Foster,Cat,Male,<1,Domestic Medium Hair Mix,Blue
A681879,Piper,6/22/14 18:47,1,,Dog,Female,<1,Cairn Terrier/Chihuahua Shorthair,Fawn/White
A671856,Magpie,2/10/14 17:11,1,,Dog,Female,2,Black/Tan Hound Mix,Black/Tan
A690162,,11/28/14 15:08,1,,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby/White
A705836,Frank,6/30/15 18:47,1,,Dog,Male,1,German Shepherd/Labrador Retriever,Brown
A665283,Rosie,10/26/13 14:19,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A667635,,11/20/13 17:52,0,Suffering,Cat,Unknown,<1,Domestic Medium Hair Mix,Orange Tabby/White
A681090,Princessa,7/5/14 17:21,1,,Dog,Female,4,Chihuahua Shorthair/Dachshund,Black/Brown
A687999,,9/19/14 14:27,1,,Cat,Male,<1,Siamese Mix,Seal Point
A690835,Brooke,1/2/15 14:05,1,,Cat,Female,1,Domestic Shorthair Mix,Black/White
A590290,Oreo,8/27/14 12:09,1,,Dog,Male,3,Border Terrier Mix,White/Black
A680295,Jade,11/7/14 16:01,1,,Dog,Female,1,Boxer Mix,Brown/White
A675917,,4/7/14 17:52,1,,Dog,Female,<1,Australian Cattle Dog Mix,Brown/White
A679911,Barnabas,7/13/14 17:42,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A218622,Oliver,12/2/13 17:09,0,Suffering,Dog,Male,15,Pug,Gold/Gold
A676260,Meli,4/9/14 17:53,1,,Dog,Female,3,Chihuahua Longhair Mix,Brown
A673734,Norman,3/15/14 15:22,1,,Dog,Male,4,Norfolk Terrier Mix,Buff
A687381,Bruce,9/21/14 19:09,1,,Dog,Male,<1,Pit Bull/Boxer,Brown Brindle/White
A693068,Luci,12/24/14 11:36,1,,Dog,Female,1,Manchester Terrier Mix,Tricolor
A664882,Casper,10/15/13 19:03,1,,Dog,Male,1,Great Pyrenees Mix,White
A696867,Ghost,2/22/15 18:02,1,,Dog,Male,5,Pug/Beagle,White/Red
A664453,Bruno Beau,1/4/14 12:52,1,,Dog,Male,1,Staffordshire Mix,Brown Brindle/White
A692384,Beany,4/25/15 14:20,1,,Cat,Male,10,Domestic Shorthair Mix,Brown Tabby
A692531,,11/26/14 12:38,0,In Kennel,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A670437,,1/12/14 17:43,1,,Cat,Male,<1,Angora Mix,White
A664047,Zoe,10/5/13 17:34,1,,Dog,Female,<1,Pug Mix,Tan/Black
A670166,Ginger,1/7/14 17:09,1,,Dog,Female,1,German Shepherd Mix,Tan/Black
A692539,,11/26/14 18:52,1,,Dog,Female,<1,Shetland Sheepdog Mix,Cream/White
A699928,Dylan,5/26/15 15:53,1,,Cat,Male,10,Siamese Mix,Flame Point
A689991,Belle,12/6/14 18:17,1,,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby/White
A669876,Charlie,1/2/14 12:56,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A692131,Doodlebug,1/12/15 15:51,1,,Cat,Female,13,Domestic Shorthair Mix,Orange Tabby
A700638,Tippy,5/13/15 17:15,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Black
A695807,Charming,2/15/15 17:00,1,,Dog,Male,8,Chihuahua Shorthair Mix,Tricolor/White
A715690,Sophia,12/2/15 18:20,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/White
A690490,Toby,10/26/14 12:25,1,,Dog,Male,1,Chihuahua Shorthair/Miniature Schnauzer,Gray
A679955,Rocco,9/4/14 17:37,1,,Dog,Male,<1,Pit Bull Mix,White/Blue
A685804,Mongo,10/30/14 17:30,1,,Dog,Male,3,Cardigan Welsh Corgi Mix,Tricolor
A674666,,3/20/14 18:20,1,,Dog,Female,<1,Yorkshire Terrier/Bruss Griffon,Sable
A664513,Sarah,10/26/13 14:38,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A705942,Livia,7/1/15 15:30,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/White
A705851,Debbie,6/28/15 12:07,0,In Kennel,Cat,Female,2,Domestic Shorthair Mix,Torbie
A715039,Asparagus,12/28/15 13:46,1,,Cat,Male,2,Domestic Shorthair Mix,Brown Tabby/White
A590089,Chino,4/21/15 13:25,0,Aggressive,Dog,Female,5,Rottweiler,Black/Tan
A689363,Kitty,10/3/14 19:05,1,,Dog,Female,4,Bruss Griffon Mix,Tan
A712195,Gizmo,10/31/15 17:01,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Calico
A689316,Willie,10/11/14 12:04,1,,Cat,Male,3,Domestic Shorthair Mix,Black
A683086,Mini Cooper,8/24/14 16:34,1,,Dog,Female,2,Australian Kelpie Mix,Black/Brown
A678596,Sammy,6/2/14 18:08,1,,Dog,Male,4,Chihuahua Shorthair Mix,Black/Tan
A671246,,1/25/14 18:46,1,,Dog,Female,2,Cairn Terrier Mix,White/Brown
A707670,,7/19/15 17:35,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue Tabby
A711941,,9/18/15 17:12,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Fawn
A691687,Pepper,11/15/14 14:34,1,,Dog,Male,<1,Australian Cattle Dog/Labrador Retriever,Blue Tick/Red
A670912,Daisy,10/4/15 12:27,1,,Dog,Female,1,Catahoula Mix,White/Black
A675848,Patches,6/3/14 15:17,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Calico
A695774,,1/27/15 18:43,1,,Dog,Female,5,Maltese,White
A710191,Asher,8/23/15 17:48,1,,Dog,Male,4,Miniature Poodle Mix,Black/White
A669212,,12/19/13 10:21,0,Suffering,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A701777,Roscoe,5/12/15 18:11,1,,Dog,Male,1,Australian Shepherd Mix,White
A717871,Bambi,12/22/15 18:29,1,,Dog,Female,1,Labrador Retriever Mix,White/Brown
A682608,,8/1/14 16:30,1,Foster,Dog,Female,<1,Labrador Retriever Mix,Brown/White
A670137,Cuddles,1/8/14 18:08,1,,Cat,Female,4,Domestic Longhair Mix,Blue/White
A672723,Luna,2/17/14 17:08,1,,Cat,Female,<1,Siamese Mix,Lynx Point
A692124,Sid,11/28/14 18:48,1,,Dog,Male,1,Siberian Husky Mix,Black/Tan
A707833,Kahuna,7/24/15 10:28,1,,Cat,Male,<1,Siamese/Japanese Bobtail,Seal Point
A663621,Mandy,10/26/13 13:04,1,,Dog,Female,2,Border Collie Mix,Chocolate/White
A667068,Millie,11/21/13 18:12,1,,Cat,Female,<1,Domestic Medium Hair Mix,Brown Tabby/White
A708546,,7/29/15 12:25,0,Suffering,Cat,Unknown,<1,Domestic Shorthair Mix,Black
A717107,Talia,12/6/15 19:05,1,,Dog,Female,7,Doberman Pinsch/Labrador Retriever,Fawn/Tan
A669781,Cuatemo,4/11/14 13:24,1,,Dog,Male,1,Labrador Retriever/Chow Chow,Yellow
A695158,Tina,1/18/15 18:41,1,,Dog,Female,2,Bedlington Terr Mix,White
A672585,,2/13/14 11:23,0,Suffering,Cat,Male,1,Domestic Shorthair,Black Tiger/White
A664984,Buddy,10/18/13 18:46,1,,Dog,Male,1,Pit Bull Mix,Blue
A666059,Little John,11/5/13 12:54,1,,Cat,Male,<1,Domestic Shorthair Mix,White/Orange Tabby
A713824,Marky Bark,10/18/15 19:41,1,,Dog,Male,<1,Manchester Terrier Mix,Black/Tan
A714479,Soyrizo,1/19/16 17:22,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Blue
A664461,,10/9/13 17:31,1,,Dog,Male,<1,Dachshund Wirehair Mix,Tan
A692540,Kapie,11/26/14 17:01,1,,Dog,Male,<1,Dachshund Mix,Red
A647578,Bella,9/26/14 14:12,0,Court/Investigation,Dog,Female,4,Pit Bull Mix,White
A688335,Honeybee,10/26/14 18:45,1,,Dog,Female,<1,Labrador Retriever/Border Collie,Black/White
A662551,Maya,10/26/13 12:39,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A666495,Gatsby,11/2/13 15:37,1,,Dog,Male,<1,Jack Russell Terrier Mix,Tan
A700389,,4/13/15 12:12,0,Suffering,Cat,Male,2,Domestic Shorthair Mix,Black
A641520,Toby,5/24/15 17:58,1,,Dog,Male,3,Whippet Mix,Fawn
A720362,Thor,2/11/16 18:07,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A692195,Luna,11/21/14 14:32,1,,Cat,Female,12,Domestic Shorthair Mix,Tortie
A704971,Wilson,6/19/15 14:46,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A688457,Anne,10/31/14 17:09,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A673176,Ruexb,2/24/14 17:22,1,,Dog,Female,<1,Jack Russell Terrier/Cavalier Span,White/Red
A665416,,10/21/13 19:10,1,,Dog,Female,<1,Cairn Terrier Mix,Tan
A667624,Elinor,12/23/13 19:21,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Calico
A701697,Kristoff,6/2/15 17:09,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue Tabby
A678783,Ethel,3/9/15 16:13,1,,Cat,Female,<1,Domestic Shorthair Mix,Black
A673408,Sabrina,6/16/14 14:08,1,,Dog,Female,8,Chihuahua Shorthair Mix,White/Red
A661682,,12/1/13 19:10,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Calico
A665173,Hardy,7/2/14 15:08,1,,Dog,Male,2,Pit Bull Mix,Chocolate/White
A708280,Peanut,8/21/15 16:16,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/White
A613536,Titus,7/15/15 16:19,0,Aggressive,Dog,Male,6,Pit Bull Mix,Blue/White
A719780,Liko,2/14/16 16:47,1,,Dog,Male,2,Pit Bull Mix,Fawn/White
A690721,Gracie,10/28/14 18:25,1,,Cat,Female,<1,Domestic Longhair Mix,Blue/White
A706903,,7/9/15 17:42,1,,Dog,Male,<1,German Shepherd/Australian Shepherd,Black/Brown
A718478,,1/6/16 12:44,0,Suffering,Dog,Male,2,Chihuahua Shorthair Mix,White/Tan
A671554,Simba,2/1/14 15:34,1,,Dog,Male,<1,American Bulldog/Mastiff,Brown/White
A692514,,12/2/14 16:53,1,,Dog,Female,1,Chihuahua Shorthair Mix,Brown/White
A670307,Danny,4/13/14 18:46,1,,Dog,Male,2,German Shepherd/Labrador Retriever,Black/Tan
A701248,Benny,5/30/15 17:04,1,,Dog,Male,2,Wire Hair Fox Terrier Mix,Black/Tan
A659887,Roy,10/23/13 17:15,1,,Cat,Male,<1,Domestic Shorthair Mix,Cream Tabby
A702024,,7/18/15 20:26,1,Foster,Cat,Female,<1,Domestic Medium Hair Mix,White/Black Tabby
A711583,Phoebe,10/16/15 0:00,1,,Dog,Female,1,Pit Bull Mix,Black/White
A712578,Lily,9/26/15 14:37,1,,Dog,Female,1,Papillon Mix,White
A683815,,7/19/14 17:28,1,,Dog,Female,2,Miniature Poodle Mix,White
A717433,Biko,12/18/15 15:41,1,,Dog,Male,1,Pit Bull Mix,Brown Brindle
A665981,,11/4/13 14:51,1,,Dog,Female,<1,Chihuahua Longhair Mix,Buff
A698227,Ninja,5/28/15 19:10,1,,Cat,Female,4,Domestic Shorthair Mix,Black
A706504,Bentley,7/10/15 11:41,1,,Dog,Male,3,Shih Tzu Mix,White
A715705,Freya,11/22/15 18:45,1,,Dog,Female,2,Bullmastiff Mix,Brown/Black
A708437,,7/27/15 18:03,0,Suffering,Cat,Female,2,Domestic Shorthair Mix,Brown Tabby
A712876,,9/30/15 13:32,0,Suffering,Cat,Male,<1,Domestic Shorthair Mix,Black
A706535,Lacy,7/5/15 17:25,1,,Dog,Female,<1,Catahoula Mix,Blue Merle/Tan
A669252,Willow,12/21/13 18:10,1,,Dog,Female,1,Soft Coated Wheaten Terrier Mix,White/Buff
A689506,Brahma,10/21/14 17:07,1,,Dog,Male,3,Border Collie Mix,Black/White
A713195,Saya,12/7/15 14:19,1,Offsite,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A707188,Slate,9/27/15 17:08,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue Tabby
A677223,Mickey,5/11/14 11:24,1,,Dog,Male,2,Chihuahua Shorthair Mix,Red/Black
A664553,Spunky,11/28/13 9:21,1,Foster,Dog,Male,<1,Chinese Sharpei Mix,Black/White
A703856,Curlysue,6/13/15 14:25,1,,Dog,Female,9,Flat Coat Retriever Mix,Black
A715830,Farley,12/12/15 17:53,1,,Dog,Male,8,English Bulldog/Beagle,Brown/Black
A704717,Mario,7/19/15 19:51,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,White/Black
A710403,Lu-Ann,8/26/15 17:53,1,,Dog,Female,2,Chihuahua Shorthair Mix,Tan
A660135,Cassie,11/30/13 14:58,1,,Cat,Female,3,Domestic Shorthair Mix,Tortie
A677124,Arya,6/1/14 16:23,1,,Cat,Female,<1,Domestic Longhair Mix,Calico
A680412,,6/18/14 16:29,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A690950,Karma,6/9/15 12:17,1,Foster,Dog,Female,5,Boxer/Labrador Retriever,Black/Brown
A680318,Romeo,6/5/14 18:00,1,,Dog,Male,2,Chihuahua Shorthair Mix,White/Brown
A680010,Laika,6/2/14 19:29,1,,Dog,Female,<1,Rat Terrier/Pointer,Black/White
A675036,Leia,6/8/14 11:40,1,Foster,Dog,Female,2,Chihuahua Shorthair/Dachshund,Gray/White
A670650,,1/16/14 11:11,1,,Dog,Female,1,Jack Russell Terrier/Chihuahua Shorthair,Brown/White
A680633,Kanga,6/10/14 13:25,1,,Cat,Male,<1,Domestic Medium Hair Mix,Brown Tabby
A685221,Summer,8/19/14 13:56,1,,Cat,Female,<1,Domestic Longhair Mix,Black
A673943,Jax,4/13/14 17:27,1,,Dog,Male,3,Miniature Pinscher Mix,Black/Tan
A692344,,11/18/14 18:56,0,Suffering,Cat,Male,10,Domestic Longhair Mix,Gray/White
A662686,Davinci,11/1/13 11:58,1,Offsite,Cat,Male,<1,Domestic Shorthair Mix,Blue/White
A680210,Brody,6/3/14 17:54,1,,Dog,Male,2,Dachshund/Cavalier Span,Black/White
A664564,Remi,10/10/13 17:41,1,,Dog,Female,<1,Labrador Retriever Mix,Black/White
A667853,Gilly,11/30/13 15:02,1,Offsite,Dog,Male,1,Bruss Griffon Mix,White/Brown
A698572,Tito,3/13/15 18:46,0,Suffering,Dog,Male,13,Chihuahua Shorthair Mix,White/Brown Brindle
A705527,Libby,6/22/15 19:22,1,,Dog,Female,<1,Cairn Terrier Mix,Brown/White
A704266,,6/3/15 10:56,0,Suffering,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A699962,,4/5/15 11:52,0,Suffering,Dog,Female,10,Chihuahua Shorthair Mix,Black/White
A715616,Raven,1/15/16 16:59,1,,Cat,Female,<1,Domestic Shorthair Mix,Black Tabby
A688785,,9/30/14 8:16,0,Aggressive,Dog,Male,2,American Bulldog Mix,Brown/White
A666716,,11/11/13 10:49,1,,Dog,Female,1,Pit Bull Mix,White
A717714,Rebekah,12/18/15 18:23,1,,Dog,Female,<1,Pit Bull Mix,Brown/White
A687930,Rose,9/26/14 11:20,1,,Cat,Female,<1,Domestic Shorthair,Tortie
A712727,Paddington,11/18/15 11:30,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A664275,Mcdermot,10/13/13 17:04,1,,Dog,Male,2,Chihuahua Shorthair Mix,Tricolor
A666703,Leo,12/31/14 13:09,1,,Dog,Male,1,Catahoula Mix,Yellow Brindle/White
A701783,Felicity,7/18/15 17:26,1,Foster,Cat,Female,<1,Domestic Shorthair,Brown Tabby/White
A718621,Cleopatra,1/11/16 18:05,1,,Cat,Female,1,Domestic Shorthair Mix,Tortie
A714906,Polly,11/3/15 19:00,1,,Dog,Female,<1,Pit Bull Mix,Blue/White
A642475,Richie,12/4/13 16:21,1,,Dog,Male,2,Chihuahua Shorthair Mix,Fawn
A679597,Bruno,5/27/14 17:43,1,,Dog,Male,<1,Pit Bull/Labrador Retriever,Black/White
A689707,Harper,10/9/14 18:38,1,,Dog,Female,3,Yorkshire Terrier/Chihuahua Shorthair,Brown/Black
A708963,,8/9/15 18:21,1,,Cat,Female,<1,Domestic Medium Hair Mix,Blue
A665003,Prof Griffin,10/17/13 18:42,1,,Dog,Male,1,Chihuahua Shorthair Mix,Tricolor
A689228,Louie,12/5/14 15:55,1,,Dog,Male,<1,Dachshund/Chihuahua Shorthair,Sable/Tan
A709642,,8/11/15 16:48,0,Suffering,Cat,Male,13,Domestic Shorthair Mix,White/Brown Tabby
A712022,Murphy,9/20/15 17:21,1,,Dog,Male,1,Australian Shepherd Mix,Brown/Black
A678849,,6/16/14 17:44,1,Foster,Dog,Female,<1,Jack Russell Terrier Mix,Black/White
A681818,Caramel,7/15/14 18:55,1,,Cat,Female,<1,Domestic Shorthair Mix,White/Orange Tabby
A696992,Marshall,2/21/15 18:29,1,,Dog,Male,1,Australian Shepherd Mix,Red Merle
A698592,Abbey,3/18/15 17:20,1,,Cat,Female,<1,Domestic Medium Hair Mix,Calico
A677932,Princess,5/14/14 15:40,1,,Dog,Female,2,Chihuahua Shorthair Mix,Brown/White
A695643,,1/25/15 18:42,1,,Cat,Female,<1,Domestic Longhair,Black
A666246,Malachi,11/11/13 17:18,1,,Dog,Male,<1,Labrador Retriever Mix,Black/White
A670617,Riley Mae,1/18/14 10:21,1,,Dog,Female,<1,Australian Cattle Dog/Chinese Sharpei,Red Tick/White
A716692,Madonna,12/11/15 17:25,1,,Cat,Female,2,Domestic Medium Hair Mix,Calico
A694166,Ragnar,3/21/15 14:24,1,,Dog,Male,7,Rottweiler Mix,Black/Tan
A667813,Joc,1/11/14 17:04,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A675511,Chris,4/20/14 15:03,1,,Cat,Male,3,Domestic Shorthair Mix,Blue/White
A682614,Gina,8/3/14 14:37,1,,Cat,Female,3,Domestic Longhair,White/Gray
A720448,Annabelle,2/12/16 14:54,1,,Dog,Female,<1,Pointer Mix,Tricolor
A694556,,1/3/15 17:24,1,,Dog,Male,3,Chihuahua Shorthair/Border Terrier,Red/White
A701971,Mozart,6/9/15 18:58,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A708442,Millie,9/1/15 17:24,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A684471,Captain,9/21/14 15:10,1,,Dog,Male,2,Border Collie Mix,Sable
A679600,Frankie,6/11/14 17:01,1,,Cat,Male,<1,Domestic Medium Hair Mix,Black
A701779,Graham,5/11/15 15:59,0,Medical,Cat,Male,5,Domestic Shorthair Mix,Orange Tabby
A702047,Theo,5/24/15 18:15,1,,Cat,Male,5,Domestic Longhair Mix,Black
A693610,Carsen,12/19/14 13:18,1,,Dog,Male,<1,Catahoula Mix,Brown Brindle/White
A705763,Wren,7/18/15 14:44,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Black
A676286,Gypsy,4/12/14 16:51,1,,Dog,Female,2,Australian Kelpie Mix,Black/Blue Merle
A701378,Mr. Meowgi,6/13/15 18:17,1,,Cat,Male,<1,Domestic Shorthair,Black
A712759,Sylvie,11/21/15 13:01,1,,Cat,Female,<1,Domestic Medium Hair Mix,Torbie
A706667,Harriet,9/2/15 10:40,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A696645,Ceecee,3/4/15 16:47,1,,Dog,Female,2,Chihuahua Shorthair Mix,White/Tan
A687933,Herbie,10/10/14 15:35,1,,Dog,Male,1,Chihuahua Shorthair Mix,Cream/White
A701756,Honey,5/8/15 16:42,1,,Dog,Female,2,Jack Russell Terrier/Chihuahua Shorthair,Tan
A673246,Sally,2/28/14 16:15,1,,Dog,Female,<1,Pug/Chihuahua Shorthair,Sable/Brown
A711854,Mozart,11/10/15 13:57,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A710477,Yogi,1/17/16 17:59,1,,Dog,Male,5,Australian Cattle Dog/Cardigan Welsh Corgi,Tan
A687750,Lily,9/13/14 12:19,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/White
A709112,Jasmine,12/28/15 11:13,1,Foster,Dog,Female,6,Pit Bull Mix,White/Brown Brindle
A680883,Minkus,7/14/14 16:55,1,,Dog,Male,2,Chinese Sharpei Mix,Brown Brindle
A701015,Rhino,4/28/15 12:12,1,,Dog,Male,<1,Pit Bull Mix,Brown Brindle/White
A696152,Lola,3/2/15 17:31,1,Foster,Dog,Female,<1,Dachshund Mix,Black/Brown
A702117,Ruby,7/19/15 18:37,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A693584,Diego,12/10/14 19:23,0,Suffering,Dog,Male,7,Yorkshire Terrier Mix,Blue/Tan
A680505,Bernie,10/5/14 11:40,1,,Dog,Female,3,Pit Bull Mix,White/Brown
A684187,,8/8/14 13:33,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue/White
A695507,Tangelo,6/23/15 17:14,1,,Cat,Male,3,Domestic Shorthair Mix,Orange Tabby
A687068,Frankie,9/20/14 16:10,1,Offsite,Dog,Male,<1,Chihuahua Shorthair Mix,Red/Black
A669995,Ferguson,1/6/14 18:40,1,,Cat,Male,<1,Domestic Longhair Mix,White/Blue
A703189,Squeaker,1/7/16 8:18,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/Orange
A695257,,1/12/15 12:13,0,Suffering,Cat,Male,12,Domestic Longhair Mix,White
A703313,T.C.,7/9/15 19:01,1,,Dog,Male,4,Chihuahua Shorthair Mix,Black/White
A669293,Mini Mouse,12/23/13 16:49,1,,Dog,Female,4,Newfoundland/Labrador Retriever,Black/Brown
A673251,Louie,3/8/14 14:37,1,,Dog,Male,2,Chihuahua Shorthair/Wire Hair Fox Terrier,Brown/White
A708030,Bella,7/27/15 17:11,1,,Dog,Female,<1,Labrador Retriever Mix,Brown
A672354,,2/8/14 17:55,0,Suffering,Cat,Unknown,10,Domestic Shorthair Mix,Brown Tabby
A668715,,1/15/14 12:15,1,,Dog,Female,2,Labrador Retriever Mix,Chocolate/White
A672554,Hero,3/15/14 13:59,1,,Dog,Male,2,Australian Cattle Dog/American Staffordshire Terrier,Brown Brindle
A711949,,9/22/15 17:12,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue
A694661,Percy,2/5/15 18:07,1,,Dog,Male,<1,Australian Cattle Dog/Pit Bull,Black/White
A684646,Pete,8/3/14 17:53,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue Tabby/White
A664022,Black Fire,10/10/13 17:11,1,,Cat,Female,<1,Domestic Shorthair Mix,Black
A683409,Elliot,7/27/14 12:16,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A692495,Little Mama,8/29/15 14:04,1,Offsite,Dog,Female,<1,Chihuahua Shorthair Mix,Black/Brown
A685922,,8/18/14 17:45,1,,Dog,Female,<1,German Shepherd Mix,Brown/Black
A709234,Leandra,8/25/15 18:14,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue Tabby/White
A619157,Zebra,2/3/15 17:12,0,Aggressive,Dog,Female,3,Pit Bull Mix,Brown Brindle/White
A712712,Gia,11/28/15 17:42,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A693851,,12/15/14 17:53,0,Suffering,Dog,Male,10,Chihuahua Shorthair Mix,Black/White
A665376,,10/20/13 13:35,0,Suffering,Dog,Male,8,Chihuahua Shorthair Mix,Tan/White
A689137,Peppermint,10/10/14 16:19,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A679935,Corey,6/1/14 17:34,1,,Cat,Male,<1,Snowshoe Mix,Chocolate Point/White
A701007,Eloise,5/3/15 19:35,1,Offsite,Dog,Female,3,Chihuahua Shorthair Mix,Black
A712726,Rigby,10/5/15 18:04,1,,Dog,Male,2,Boxer Mix,Brown Brindle/White
A685415,,8/11/14 17:15,1,,Dog,Female,1,Chihuahua Shorthair Mix,Cream
A673656,Parvati,3/9/14 18:02,1,,Dog,Female,2,Chihuahua Shorthair Mix,White/Brown
A707877,Sassy,7/25/15 17:50,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/White
A695521,Nacho,1/21/15 17:15,1,,Dog,Male,9,Chihuahua Shorthair Mix,Brown
A711620,Lily,9/13/15 17:25,1,,Dog,Female,<1,Australian Kelpie Mix,Black/White
A674632,Roja,3/20/14 14:53,1,,Dog,Female,9,Dachshund,Red
A698431,,3/11/15 16:42,0,Suffering,Dog,Female,2,Chihuahua Shorthair Mix,Brown
